task_id,annotator_id,task,ground_truth,answer
10,7,"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun . ",0,0
11,7,looks like a high school film project completed the day before it was due . ,1,1
12,7,both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,0,0
13,7,"i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't . ",1,1
14,7,"despite juliet stevenon's attempt to bring cohesion to pamela's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs . ",1,1
10,5,"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun . ",0,0
11,5,looks like a high school film project completed the day before it was due . ,1,1
12,5,both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,0,0
13,5,"i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't . ",1,0
14,5,"despite juliet stevenon's attempt to bring cohesion to pamela's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs . ",1,1
10,8,"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun . ",0,0
11,8,looks like a high school film project completed the day before it was due . ,1,0
12,8,both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,0,0
13,8,"i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't . ",1,1
14,8,"despite juliet stevenon's attempt to bring cohesion to pamela's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs . ",1,1
10,9,"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun . ",0,0
11,9,looks like a high school film project completed the day before it was due . ,1,1
12,9,both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,0,0
13,9,"i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't . ",1,1
14,9,"despite juliet stevenon's attempt to bring cohesion to pamela's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs . ",1,1
10,10,"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun . ",0,0
11,10,looks like a high school film project completed the day before it was due . ,1,0
12,10,both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,0,0
13,10,"i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't . ",1,1
14,10,"despite juliet stevenon's attempt to bring cohesion to pamela's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs . ",1,1
15,11,"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout . ",0,0
16,11,scott delivers a terrific performance in this fascinating portrait of a modern lothario . ,0,0
17,11,"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . ",0,0
18,11,"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . ",0,0
19,11,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,1,1
15,12,"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout . ",0,0
16,12,scott delivers a terrific performance in this fascinating portrait of a modern lothario . ,0,0
17,12,"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . ",0,0
18,12,"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . ",0,0
19,12,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,1,1
15,13,"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout . ",0,1
16,13,scott delivers a terrific performance in this fascinating portrait of a modern lothario . ,0,0
17,13,"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . ",0,0
18,13,"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . ",0,0
19,13,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,1,1
15,5,"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout . ",0,0
16,5,scott delivers a terrific performance in this fascinating portrait of a modern lothario . ,0,0
17,5,"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . ",0,0
18,5,"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . ",0,0
19,5,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,1,0
15,6,"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout . ",0,0
16,6,scott delivers a terrific performance in this fascinating portrait of a modern lothario . ,0,0
17,6,"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . ",0,0
18,6,"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . ",0,0
19,6,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,1,1
20,6,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy . ,0,0
21,6,"as a singular character study , it's perfect . it's also the year's sweetest movie . ",0,0
22,6,perhaps the most annoying thing about who is cletis tout ? is that it's a crime movie made by someone who obviously knows nothing about crime . ,1,1
23,6,succeeds as a well-made evocation of a subculture . ,0,0
24,6,"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted  other .  ",0,0
20,14,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy . ,0,0
21,14,"as a singular character study , it's perfect . it's also the year's sweetest movie . ",0,0
22,14,perhaps the most annoying thing about who is cletis tout ? is that it's a crime movie made by someone who obviously knows nothing about crime . ,1,1
23,14,succeeds as a well-made evocation of a subculture . ,0,0
24,14,"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted  other .  ",0,1
20,9,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy . ,0,0
21,9,"as a singular character study , it's perfect . it's also the year's sweetest movie . ",0,0
22,9,perhaps the most annoying thing about who is cletis tout ? is that it's a crime movie made by someone who obviously knows nothing about crime . ,1,1
23,9,succeeds as a well-made evocation of a subculture . ,0,0
24,9,"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted  other .  ",0,0
20,5,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy . ,0,0
21,5,"as a singular character study , it's perfect . it's also the year's sweetest movie . ",0,0
22,5,perhaps the most annoying thing about who is cletis tout ? is that it's a crime movie made by someone who obviously knows nothing about crime . ,1,1
23,5,succeeds as a well-made evocation of a subculture . ,0,0
24,5,"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted  other .  ",0,0
20,15,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy . ,0,0
21,15,"as a singular character study , it's perfect . it's also the year's sweetest movie . ",0,0
22,15,perhaps the most annoying thing about who is cletis tout ? is that it's a crime movie made by someone who obviously knows nothing about crime . ,1,1
23,15,succeeds as a well-made evocation of a subculture . ,0,0
24,15,"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted  other .  ",0,0
25,4,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this . ",1,1
26,4,"the problem with this film is that it's forced to make its characters idiots in order to advance the plot . had anyone here done anything remotely intelligent , we all could have stopped watching long ago . ",1,1
27,4,"an artful , intelligent film that stays within the confines of a well-established genre . ",0,0
28,4,wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . ,0,0
29,4,blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be . ,1,1
25,5,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this . ",1,1
26,5,"the problem with this film is that it's forced to make its characters idiots in order to advance the plot . had anyone here done anything remotely intelligent , we all could have stopped watching long ago . ",1,1
27,5,"an artful , intelligent film that stays within the confines of a well-established genre . ",0,0
28,5,wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . ,0,0
29,5,blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be . ,1,1
25,16,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this . ",1,1
26,16,"the problem with this film is that it's forced to make its characters idiots in order to advance the plot . had anyone here done anything remotely intelligent , we all could have stopped watching long ago . ",1,1
27,16,"an artful , intelligent film that stays within the confines of a well-established genre . ",0,0
28,16,wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . ,0,0
29,16,blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be . ,1,1
25,14,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this . ",1,1
26,14,"the problem with this film is that it's forced to make its characters idiots in order to advance the plot . had anyone here done anything remotely intelligent , we all could have stopped watching long ago . ",1,1
27,14,"an artful , intelligent film that stays within the confines of a well-established genre . ",0,0
28,14,wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . ,0,0
29,14,blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be . ,1,1
25,7,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this . ",1,1
26,7,"the problem with this film is that it's forced to make its characters idiots in order to advance the plot . had anyone here done anything remotely intelligent , we all could have stopped watching long ago . ",1,1
27,7,"an artful , intelligent film that stays within the confines of a well-established genre . ",0,0
28,7,wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . ,0,0
29,7,blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be . ,1,1
30,6,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . ",0,0
31,6,it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,0,0
32,6,i was sent a copyof this film to review on dvd . for free . i still want my money back . ,1,1
33,6,makes an aborbing if arguable case for the man's greatness . ,0,0
34,6,"filled with low-brow humor , gratuitous violence and a disturbing disregard for life . ",1,1
30,13,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . ",0,0
31,13,it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,0,0
32,13,i was sent a copyof this film to review on dvd . for free . i still want my money back . ,1,1
33,13,makes an aborbing if arguable case for the man's greatness . ,0,0
34,13,"filled with low-brow humor , gratuitous violence and a disturbing disregard for life . ",1,1
30,17,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . ",0,0
31,17,it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,0,0
32,17,i was sent a copyof this film to review on dvd . for free . i still want my money back . ,1,1
33,17,makes an aborbing if arguable case for the man's greatness . ,0,0
34,17,"filled with low-brow humor , gratuitous violence and a disturbing disregard for life . ",1,1
30,12,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . ",0,0
31,12,it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,0,0
32,12,i was sent a copyof this film to review on dvd . for free . i still want my money back . ,1,1
33,12,makes an aborbing if arguable case for the man's greatness . ,0,0
34,12,"filled with low-brow humor , gratuitous violence and a disturbing disregard for life . ",1,1
30,5,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . ",0,0
31,5,it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,0,0
32,5,i was sent a copyof this film to review on dvd . for free . i still want my money back . ,1,1
33,5,makes an aborbing if arguable case for the man's greatness . ,0,0
34,5,"filled with low-brow humor , gratuitous violence and a disturbing disregard for life . ",1,1
35,6,it bites hard . ,1,1
36,6,a bodice-ripper for intellectuals . ,0,0
37,6,"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that . ",0,0
38,6,a meatballs for the bare-midriff generation . ,1,1
39,6,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch . ",1,1
35,5,it bites hard . ,1,0
36,5,a bodice-ripper for intellectuals . ,0,0
37,5,"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that . ",0,0
38,5,a meatballs for the bare-midriff generation . ,1,1
39,5,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch . ",1,1
35,18,it bites hard . ,1,1
36,18,a bodice-ripper for intellectuals . ,0,0
37,18,"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that . ",0,0
38,18,a meatballs for the bare-midriff generation . ,1,0
39,18,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch . ",1,1
35,19,it bites hard . ,1,1
36,19,a bodice-ripper for intellectuals . ,0,1
37,19,"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that . ",0,0
38,19,a meatballs for the bare-midriff generation . ,1,0
39,19,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch . ",1,0
35,14,it bites hard . ,1,0
36,14,a bodice-ripper for intellectuals . ,0,0
37,14,"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that . ",0,0
38,14,a meatballs for the bare-midriff generation . ,1,0
39,14,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch . ",1,1
40,20,"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . ",1,0
41,20,leigh makes these lives count . and he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range . ,0,0
42,20,"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart . ",0,0
43,20,despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything . ,1,0
44,20,more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now . ,1,1
40,5,"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . ",1,1
41,5,leigh makes these lives count . and he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range . ,0,0
42,5,"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart . ",0,0
43,5,despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything . ,1,0
44,5,more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now . ,1,1
40,4,"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . ",1,1
41,4,leigh makes these lives count . and he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range . ,0,0
42,4,"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart . ",0,0
43,4,despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything . ,1,0
44,4,more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now . ,1,1
40,21,"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . ",1,1
41,21,leigh makes these lives count . and he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range . ,0,0
42,21,"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart . ",0,0
43,21,despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything . ,1,0
44,21,more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now . ,1,0
40,9,"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . ",1,1
41,9,leigh makes these lives count . and he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range . ,0,0
42,9,"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart . ",0,0
43,9,despite the surface attractions -- conrad l . hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything . ,1,0
44,9,more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now . ,1,1
45,1,you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original . ,1,1
46,1,"this big screen caper has a good bark , far from being a bow-wow . ",0,0
47,1,notorious c . h . o . has oodles of vulgar highlights . ,0,0
48,1,"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary . ",0,1
49,1,"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short . ",1,1
45,22,you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original . ,1,0
46,22,"this big screen caper has a good bark , far from being a bow-wow . ",0,0
47,22,notorious c . h . o . has oodles of vulgar highlights . ,0,1
48,22,"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary . ",0,1
49,22,"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short . ",1,0
45,15,you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original . ,1,1
46,15,"this big screen caper has a good bark , far from being a bow-wow . ",0,0
47,15,notorious c . h . o . has oodles of vulgar highlights . ,0,0
48,15,"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary . ",0,0
49,15,"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short . ",1,1
45,5,you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original . ,1,0
46,5,"this big screen caper has a good bark , far from being a bow-wow . ",0,0
47,5,notorious c . h . o . has oodles of vulgar highlights . ,0,0
48,5,"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary . ",0,1
49,5,"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short . ",1,1
45,9,you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original . ,1,1
46,9,"this big screen caper has a good bark , far from being a bow-wow . ",0,1
47,9,notorious c . h . o . has oodles of vulgar highlights . ,0,1
48,9,"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary . ",0,1
49,9,"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short . ",1,1
50,9,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,1,1
51,9,ecks this one off your must-see list . ,1,1
52,9,makes for a pretty unpleasant viewing experience . ,1,1
53,9,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament . ",1,1
50,5,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,1,1
54,5,thoroughly engrossing and ultimately tragic . ,0,1
51,5,ecks this one off your must-see list . ,1,0
52,5,makes for a pretty unpleasant viewing experience . ,1,1
53,5,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament . ",1,1
50,4,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,1,1
54,4,thoroughly engrossing and ultimately tragic . ,0,1
51,4,ecks this one off your must-see list . ,1,1
52,4,makes for a pretty unpleasant viewing experience . ,1,1
53,4,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament . ",1,1
50,3,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,1,1
54,3,thoroughly engrossing and ultimately tragic . ,0,0
51,3,ecks this one off your must-see list . ,1,1
52,3,makes for a pretty unpleasant viewing experience . ,1,1
53,3,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament . ",1,1
50,6,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,1,1
54,6,thoroughly engrossing and ultimately tragic . ,0,0
51,6,ecks this one off your must-see list . ,1,1
52,6,makes for a pretty unpleasant viewing experience . ,1,1
53,6,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament . ",1,1
55,3,enormously entertaining for moviegoers of any age . ,0,0
56,3,"' . . . despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '",0,0
57,3,"the cast has a high time , but de broca has little enthusiasm for such antique pulp . ",1,1
58,3,amazingly lame . ,1,1
59,3, . . . a polished and relatively sincere piece of escapism . ,0,0
55,5,enormously entertaining for moviegoers of any age . ,0,0
56,5,"' . . . despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '",0,0
57,5,"the cast has a high time , but de broca has little enthusiasm for such antique pulp . ",1,0
58,5,amazingly lame . ,1,1
59,5, . . . a polished and relatively sincere piece of escapism . ,0,1
55,6,enormously entertaining for moviegoers of any age . ,0,0
56,6,"' . . . despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '",0,0
57,6,"the cast has a high time , but de broca has little enthusiasm for such antique pulp . ",1,1
58,6,amazingly lame . ,1,1
59,6, . . . a polished and relatively sincere piece of escapism . ,0,0
